text,substance_label,symptom_labels
Successful use of sodium ferric gluconate in sucrose in a patient with multiple drug allergies.,none,['none']
A 57-year-old white male with unresectable pancreatic cancer received capecitabine in combination with radiation therapy followed by capecitabine alone given over approximately a 3-month time period.,none,['none']
"When the dose of 0.5 mg tid was discontinued, the obsessive-compulsive symptoms resolved with no return over 8 months of follow-up.",none,['none']
"We report the case histories of identical twin brothers who developed concordant acute lymphoblastic leukemia at the age of 4 years and who later developed leukoencephalopathy and hydrocephalus related to central nervous system prophylaxis by, in the first case intrathecally administered methotrexate and, in the second by intrathecally administered methotrexate and cranial irradiation.",none,['adverse_event']
Tamoxifen retinopathy.,none,['adverse_event']
"We believe the temporal association of the abnormal liver enzymes in this patient, in the absence of other offending agents, argues strongly in favor of 6-TG as a cause of liver enzyme abnormalities.",none,['adverse_event']
This report describes a case of acute compromise of renal function associated with hypotension in a 7-year-old boy treated with the ACE inhibitor lisinopril and the ARB losartan.,none,['adverse_event']
All symptoms resolved with drug withdrawal.,none,['none']
Patient was given 4 mg of subtenon's triamcinolone acetate in the area of the nodular scleritis and had complete resolution.,none,['none']
"Laboratory parameters revealed a markedly elevated C-reactive protein of 189 mg/l, antinuclear antibodies of 1:2,560, a hemoglobin level of 9.0 g/dl, and a severe lymphopenia (total lymphocytes 49.4/microl, CD4(+) cells 2/microl, CD8(+) cells 7/microl).",none,['none']
Evidence of disseminated varicella infection was confirmed at autopsy.,none,['none']
Three patients are presented in whom life-threatening cardiac arrhythmias dominated the clinical presentation.,none,['none']
"However, one patient exhibited severe hypersensitivity reactions including cardiac arrest and apnea, and another four patients developed eruptions, hypotension, and tachycardia soon after administration of CBDCA.",none,['adverse_event']
Optimizing antidiabetic treatment options for patients with type 2 diabetes mellitus and cardiovascular comorbidities.,none,['none']
"She developed a febrile illness associated with severe pancytopenia and leukocytoclastic vasculitic rash followed by diffuse adenopathy, with serologic and pathologic evidence of EBV infection.",none,['rash']
RESULTS: [1] Mucin secretion was increased by 63% over the controls in the VVR in vitro group (p < 0.01).,none,['none']
A multi-drug intoxication fatality involving Xyrem (GHB).,none,['none']
Nephrotic syndrome in a multiple sclerosis patient treated with interferon beta 1a.,none,['adverse_event']
This is the first report to illustrate the implementation of an lndium (111) DTPA flow study without interrupting the infusion of CITB.,none,['none']
over the past 3 years there have been several reports of uveitis associated with rifabutin therapy.,none,['adverse_event']
"Following an initially uncomplicated recovery, he developed symptomatic hyponatremia.",none,['none']
Abdominal wall ulceration and mucinosis secondary to recombinant human interferon-beta-1b.,none,['adverse_event']
"After the first year of transplantation, allograft coronary artery disease (ACAD) is the second main cause of death.",none,['none']
A 49-year-old man with Crohn's disease treated with prednisone and mesalamine (5-ASA) developed worsening respiratory distress and fever.,none,['adverse_event']
Intravitreal corticossteroids have been used for therapeutic purposes in optimum doses and adverse reports have not been described.,none,['none']
Long-term complication of L-asparaginase treatment.,none,['none']
"Our report suggested that CBDCA hypersensitivity was correlated with the total dose of previously administered platinum agents and that CBDCA should be excluded in patients who have received multiple platinum-based chemotherapy, even in platinum-sensitive cases, because CBDCA hypersensitivity can occur even with low-dose CBDCA administration.",none,['adverse_event']
"We report a case of unintentional overdose of oral pilocarpine tablets that resulted in bradycardia, mild hypotension, and muscarinic symptoms in a patient with Sjogren's syndrome.",none,['overdose']
Adequate arterial PO2 could only be achieved with the use of positive endexpiratory pressure (PEEP).,none,['none']
Lesions exceeded the confines of adjacent vascular territories.,none,['none']
Intraarticular sodium hyaluronate injection to treat osteoarthritis is associated with minor side effects.,none,['none']
"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",none,"['nausea', 'vomiting', 'headache']"
Other practolol related side effects are usually present in the patient.,none,['none']
"Based on the limited knowledge of the natural history of herpetic esophagitis and lack of prospective antiviral trials, symptomatic therapy with viscous Xylocaine appears reasonable.",none,['none']
"Light microscopic examination of tissue sections, stained with hematoxylin and eosin and in some cases with special stains were made.",none,['none']
"Listeria brain abscess, Pneumocystis pneumonia and Kaposi's sarcoma after temozolomide.",none,['adverse_event']
"The cause is unknown, but the eruption may occur in association with certain medications.",none,['none']
"As far as we are aware, there are no published reports of early replacement of an intrathecal catheter in patients with neurological sequelae.",none,['none']
"Although the exact mechanism is unknown, the time course and constellation of symptoms are consistent with a possible inflammatory pathophysiologic condition.",none,['none']
"Serial blood determinations suggested re-exposure in four of the patients, and in one of these patients the re-exposure was from a different source of lead.",none,['none']
"Routine endomyocardial biopsy showed acute rejection of less than grade Ib, and the patients were discharged on the 65th and 46th postoperative day, respectively.",none,['none']
"An obese patient, not diabetic, treated with metformin for some weeks, was referred to us with severe inferior digestive hemorrhage, diagnosed with Meckel's diverticulum.",none,['adverse_event']
Fulminant liver failure has not previously been described with concomitant use of atenolol and N-acetylcysteine.,none,['none']
The ocular motor disturbances are probably an expression of regional 5-FU neurotoxicity primarily affecting the brain stem.,none,['adverse_event']
